Hotel_UUID,Name,Rating_mean,Rating_std,PCA_Component_1_mean,PCA_Component_1_std,PCA_Component_2_mean,PCA_Component_2_std,PCA_Component_3_mean,PCA_Component_3_std,PCA_Component_4_mean,PCA_Component_4_std,PCA_Component_5_mean,PCA_Component_5_std,neg_mean,neg_std,neu_mean,neu_std,pos_mean,pos_std,compound_mean,compound_std,Neighborhood,City
0032d2e7-afa1-4486-aadd-f6d5ae99c658,Roomshala 041 Hotel Sky Residency - Uttam Nagar Near Metro Station,7.9,2.4698178070456938,-0.8684464866468419,0.7587877891013756,0.0076476463367193045,1.0954534101493012,0.23905781606688267,1.152873736513345,-0.18580820331780729,0.2587385680098723,-0.25514492291702495,0.08234391840586996,0.0248,0.0784244859721758,0.3129,0.19175705115240654,0.6623,0.2217075400912954,0.70199,0.27329788977516006,South West, New Delhi
009b1225-7c73-4a28-8adc-7d4210671508,Qotel Jasola Vihar,8.0,2.513123449750173,-0.3553440563705389,1.1195595983686537,-0.6177207978024695,0.1032814611205451,-0.1536750668322909,0.8686486957443355,-0.0987384476075683,0.8284402480189775,-0.34516281369297463,0.15011914347437183,0.0355,0.10926669449706891,0.3459,0.12477301496380495,0.6186,0.2232964515238831,0.6367499999999999,0.4907616985226558,Jasola, New Delhi
019d0289-bf75-470d-9eda-64f08700110f,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,9.3,0.8013147091860316,1.5534038564320503,1.5202538382711897,-0.6335230209918612,0.8771003784405165,-0.16696743348266097,1.190803843599541,0.33964980904929926,1.6420759085195853,0.5865179222407021,1.3884020955185274,0.0,0.0,0.4532999999999999,0.2171936075438104,0.5467000000000001,0.2171936075438104,0.74219,0.29594086695967176,South Delhi, New Delhi
023735c5-3660-44bc-a0df-20652adf25a1,Hotel Clayton Near IGI Airport Delhi,6.1,1.5951314818673867,-0.3602967849860065,1.1123284880753106,-0.03166759907576057,0.9938900425579874,0.6480597101343687,1.3807701911928414,0.005676535105964872,0.8542590390731906,-0.04391651268137249,0.9068031282971926,0.0262,0.060818125953077874,0.5923,0.29529121219569,0.3815,0.3111095734088983,0.41387,0.370912149077559,South West, New Delhi
02e00c6f-adf1-451c-88f9-243625d5ceaa,Hotel Sunstar Grand,8.3,0.9486832980505139,0.8603478124169488,1.3792430608509427,-0.36110546225147006,0.8478370114375062,0.027884072973511986,1.3468229042453699,-0.12377202299739087,1.0278163499526145,-0.09132728482088937,0.6963529077292013,0.0036,0.011384199576606167,0.437,0.15953752606274868,0.5594,0.16071658975420744,0.79576,0.18891499087626099,Karol bagh, New Delhi
03033fd4-df5c-41cd-852a-3f6febd17e18,Hari Piorko Inn Express,7.9,1.8529256146249728,0.6602205350852328,2.221900932755962,-0.4306870965382112,0.8576167539547743,-0.7662448206425172,0.711023675233761,-0.6343055998897765,0.6424811572360399,0.0012382841597771144,0.8145829149267783,0.0,0.0,0.5365,0.19569889002126598,0.46349999999999997,0.195698890021266,0.69394,0.31563163198752925,Paharganj, New Delhi
03254b1c-41ac-4b39-96e6-df3cab111855,A sleepy Fox,8.8,1.3984117975602022,0.6147763788708467,1.3949559429788372,0.6668293438299198,1.3311809928106475,1.9563238529462441,2.175380442594576,-0.34331007723356655,0.4037942568282088,0.042802090921347735,0.8013285580575947,0.0,0.0,0.5295,0.2164441164724871,0.47050000000000003,0.21644411647248707,0.72752,0.3467741749964153,Kailash Colony, New Delhi
03e3ae26-90ff-447c-8ef9-2f95a77978ad,hotel suzi international,9.75,0.5000000000000001,2.5485597916727314,2.1968637573609673,1.0927241119213593,2.4362365638688277,-0.07278194738091004,1.0692140851832983,-0.18429520098440613,0.9350539143709701,0.39959774805793835,1.2802902646052736,0.0,0.0,0.3955,0.08922070013922405,0.6045,0.0892207001392241,0.896675,0.10503917919836707,Paharganj, New Delhi
047139bf-bc26-4526-b6cd-6c676506ca7a,OYO Flagship 75287 Pubg Residency,3.3333333333333335,3.498917581542075,-1.275803947931669,0.0933097068686863,-0.09302642982069782,1.0123360023308938,-0.18020536202362347,0.10301495618526726,-0.10626345143805671,0.09378100667261119,-0.2609948818565654,0.07538359804305474,0.24133333333333332,0.2586051160758543,0.4693333333333334,0.09583255599157725,0.28933333333333333,0.23253517166357018,0.05595,0.4963674692659205,Mayur Vihar Phase 1, New Delhi
05179b1b-3bc8-49de-a0f0-2fd001abb5fc,Hotel Galaxy,1.0,0.0,-1.3157567774841803,0.0,-0.5264828097439117,0.0,-0.1360969929809316,0.0,-0.1464180795104246,0.0,-0.2932722101725535,0.0,0.25933333333333336,0.44917850942952886,0.5783333333333333,0.3930932883341222,0.16233333333333333,0.28116958109534773,-0.0371,0.487709472944703,Mahipalpur, New Delhi
0548f372-705e-45ce-97f0-2e4debfc30a3,Palm Bliss Continental At Delhi,8.6,0.8432740427115677,0.6283155090968209,1.4506473621038873,0.8977372533145317,2.2460524263153445,-0.013774989630964499,1.7680613496894189,-0.15818014717501236,0.7034249376400022,0.05057564578989846,0.8510280046747963,0.013300000000000001,0.04205829288023944,0.43470000000000003,0.23543767752847033,0.5519999999999999,0.23171438357502874,0.7280800000000001,0.29798760153178633,South West, New Delhi
057337a8-daaa-40ea-9d19-0ab6f2744fe3,The Metropolitan Hotel & Spa New Delhi,7.9,0.8755950357709129,0.7890004165617256,1.4222786928830857,0.9269967929607187,1.8867699539619336,-0.33827547591358625,0.992566177535089,-0.26555900117481673,0.7023715380620404,-0.20431139031106277,0.23087659606470973,0.0,0.0,0.4572,0.22907921967932598,0.5428,0.22907921967932598,0.71139,0.31360188296628577,Central Delhi, New Delhi
05960d9c-3c28-40ca-b9f2-49647a636b36,Tree of Life Bed & Breakfast,9.6,0.5163977794943223,-0.5103701299708858,1.1481759433570549,-0.4195582134133547,0.2477164298268483,0.4486140401252265,1.2046051527012882,-0.23707201209216375,0.3710394315728761,-0.033019432830586774,0.8196355441233311,0.0047,0.014862705002791384,0.40780000000000005,0.0947802135938134,0.5875,0.10227224017841356,0.88677,0.15365938558310643,Saket, New Delhi
064b33e6-95f0-4c49-8372-e280b25ce319,Super OYO Flagship The Vintage Residency Near Nangloi Railway Metro Station,10.0,0.0,-1.218002657734427,0.0,-0.7719743688225971,0.0,-0.1317484062976199,0.0,0.3060029823296272,0.0,2.2976495009784856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,West Delhi, New Delhi
06d623db-6579-4d9d-96ac-c44f5bb38a93,Roomshala 112 Hotel Blissbourn - Lajpat Nagar,6.8,3.036618618064993,-0.6105486077086102,1.2246389460715923,0.32443686883856426,1.6788425369936746,0.966328680369082,2.002183884051805,-0.18895051451651695,0.33758321466708113,-0.23450661560217365,0.12696726723880214,0.014000000000000002,0.04309109078757648,0.45359999999999995,0.15164862433651646,0.5324,0.19191730675366137,0.5811900000000001,0.4956370859281702,South Delhi, New Delhi
07400323-6b47-4de8-b6b7-b601eb2f62cc,Eleven Bed & Breakfast,9.1,0.9944289260117531,0.03721608429200389,1.7389311281485358,0.7902659272335354,2.160211636010845,1.0172389090035787,1.8894583023142184,-0.15315693994290017,0.5653034398390746,0.5883227799038643,1.768304074627571,0.027100000000000003,0.05890378218379152,0.4069,0.2024387150061305,0.5660000000000001,0.24531657551462402,0.78206,0.5216879957301,South Delhi, New Delhi
078ac3ca-7ea4-4330-9b80-9a1d1f8b0a51,Hotel Sky wood At Airport,9.6,0.6992058987801016,1.9191978845872917,2.2784472011869004,0.25333103506821175,1.350256892267992,0.19362374347472533,1.556783091056987,0.04470137512460379,1.1791683056861133,-0.0898648422686649,0.865167540961807,0.0,0.0,0.2758,0.09674456631310675,0.7242,0.09674456631310674,0.9043100000000001,0.11570333184485225,South West, New Delhi
